Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
IvElementFireJanitorSpecial,entityclasses,Entity,,,Mutated Evolution Flame Janitor,,,,,,変異体進化の炎 用務員,,,,,,突变进化火焰型看门人,突變進化火焰型看門人,
IvElementElectricJanitorSpecial,entityclasses,Entity,,,Mutated Evolution Shock Janitor,,,,,,変異体進化のショック 用務員,,,,,,突变进化电击型看门人,突變進化電擊型看門人,
IvElementToxicJanitorSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Janitor,,,,,,変異体進化の毒性 用務員,,,,,,突变进化剧毒型看门人,突變進化劇毒型看門人,
IvElementFrostJanitorSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Janitor,,,,,,変異体進化のフローズン 用務員,,,,,,突变进化冰冻型看门人,突變進化冰凍型看門人,
IvElementSoulJanitorSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Janitor,,,,,,変異体進化の魂イーター 用務員,,,,,,突变进化蚀魂型看门人,突變進化蝕魂型看門人,
IvElementFireMoeSpecial,entityclasses,Entity,,,Mutated Evolution Flame Moe,,,,,,変異体進化の炎 モー,,,,,,突变进化火焰型Moe,突變進化火焰型Moe,
IvElementElectricMoeSpecial,entityclasses,Entity,,,Mutated Evolution Shock Moe,,,,,,変異体進化のショック モー,,,,,,突变进化电击型Moe,突變進化電擊型Moe,
IvElementToxicMoeSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Moe,,,,,,変異体進化の毒性 モー,,,,,,突变进化剧毒型Moe,突變進化劇毒型Moe,
IvElementFrostMoeSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Moe,,,,,,変異体進化のフローズン モー,,,,,,突变进化冰冻型Moe,突變進化冰凍型Moe,
IvElementSoulMoeSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Moe,,,,,,変異体進化の魂イーター モー,,,,,,突变进化蚀魂型Moe,突變進化蝕魂型Moe,
IvElementFireLabSpecial,entityclasses,Entity,,,Mutated Evolution Flame Lab Worker,,,,,,変異体進化の炎 研究員,,,,,,突变进化火焰型研究员,突變進化火焰型研究員,
IvElementElectricLabSpecial,entityclasses,Entity,,,Mutated Evolution Shock Lab Worker,,,,,,変異体進化のショック 研究員,,,,,,突变进化电击型研究员,突變進化電擊型研究員,
IvElementToxicLabSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Lab Worker,,,,,,変異体進化の毒性 研究員,,,,,,突变进化剧毒型研究员,突變進化劇毒型研究員,
IvElementFrostLabSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Lab Worker,,,,,,変異体進化のフローズン 研究員,,,,,,突变进化冰冻型研究员,突變進化冰凍型研究員,
IvElementSoulLabSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Lab Worker,,,,,,変異体進化の魂イーター 研究員,,,,,,突变进化蚀魂型研究员,突變進化蝕魂型研究員,
IvElementFireDarleneSpecial,entityclasses,Entity,,,Mutated Evolution Flame Darlene,,,,,,変異体進化の炎 ダーリーン,,,,,,突变进化火焰型达琳,突變進化火焰型達琳,
IvElementElectricDarleneSpecial,entityclasses,Entity,,,Mutated Evolution Shock Darlene,,,,,,変異体進化のショック ダーリーン,,,,,,突变进化电击型达琳,突變進化電擊型達琳,
IvElementToxicDarleneSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Darlene,,,,,,変異体進化の毒性 ダーリーン,,,,,,突变进化剧毒型达琳,突變進化劇毒型達琳,
IvElementFrostDarleneSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Darlene,,,,,,変異体進化のフローズン ダーリーン,,,,,,突变进化冰冻型达琳,突變進化冰凍型達琳,
IvElementSoulDarleneSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Darlene,,,,,,変異体進化の魂イーター ダーリーン,,,,,,突变进化蚀魂型达琳,突變進化蝕魂型達琳,
IvElementFireYoSpecial,entityclasses,Entity,,,Mutated Evolution Flame Yo,,,,,,変異体進化の炎 ヨー,,,,,,突变进化火焰型Yo,突變進化火焰型Yo,
IvElementElectricYoSpecial,entityclasses,Entity,,,Mutated Evolution Shock Yo,,,,,,変異体進化のショック ヨー,,,,,,突变进化电击型Yo,突變進化電擊型Yo,
IvElementToxicYoSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Yo,,,,,,変異体進化の毒性 ヨー,,,,,,突变进化剧毒型Yo,突變進化劇毒型Yo,
IvElementFrostYoSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Yo,,,,,,変異体進化のフローズン ヨー,,,,,,突变进化冰冻型Yo,突變進化冰凍型Yo,
IvElementSoulYoSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Yo,,,,,,変異体進化の魂イーター ヨー,,,,,,突变进化蚀魂型Yo,突變進化蝕魂型Yo,
IvElementFireUtilityWorkerSpecial,entityclasses,Entity,,,Mutated Evolution Flame Utility Worker,,,,,,変異体進化の炎 作業員,,,,,,突变进化火焰型作业员,突變進化火焰型作業員,
IvElementElectricUtilityWorkerSpecial,entityclasses,Entity,,,Mutated Evolution Shock Utility Worker,,,,,,変異体進化のショック 作業員,,,,,,突变进化电击型作业员,突變進化電擊型作業員,
IvElementToxicUtilityWorkerSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Utility Worker,,,,,,変異体進化の毒性 作業員,,,,,,突变进化剧毒型作业员,突變進化劇毒型作業員,
IvElementFrostUtilityWorkerSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Utility Worker,,,,,,変異体進化のフローズン 作業員,,,,,,突变进化冰冻型作业员,突變進化冰凍型作業員,
IvElementSoulUtilityWorkerSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Utility Worker,,,,,,変異体進化の魂イーター 作業員,,,,,,突变进化蚀魂型作业员,突變進化蝕魂型作業員,
IvElementFireMaleHazmatSpecial,entityclasses,Entity,,,Mutated Evolution Flame Hazmat,,,,,,変異体進化の炎 危険物処理班,,,,,,突变进化火焰型危机物处理员,突變進化火焰型危機物處理員,
IvElementElectricMaleHazmatSpecial,entityclasses,Entity,,,Mutated Evolution Shock Hazmat,,,,,,変異体進化のショック 危険物処理班,,,,,,突变进化电击型危机物处理员,突變進化電擊型危機物處理員,
IvElementToxicMaleHazmatSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Hazmat,,,,,,変異体進化の毒性 危険物処理班,,,,,,突变进化剧毒型危机物处理员,突變進化劇毒型危機物處理員,
IvElementFrostMaleHazmatSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Hazmat,,,,,,変異体進化のフローズン 危険物処理班,,,,,,突变进化冰冻型危机物处理员,突變進化冰凍型危機物處理員,
IvElementSoulMaleHazmatSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Hazmat,,,,,,変異体進化の魂イーター 危険物処理班,,,,,,突变进化蚀魂型危机物处理员,突變進化蝕魂型危機物處理員,
IvElementFireBikerSpecial,entityclasses,Entity,,,Mutated Evolution Flame Biker,,,,,,変異体進化の炎 バイカー,,,,,,突变进化火焰型摩托车手,突變進化火焰型摩托車手,
IvElementElectricBikerSpecial,entityclasses,Entity,,,Mutated Evolution Shock Biker,,,,,,変異体進化のショック バイカー,,,,,,突变进化电击型摩托车手,突變進化電擊型摩托車手,
IvElementToxicBikerSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Biker,,,,,,変異体進化の毒性 バイカー,,,,,,突变进化剧毒型摩托车手,突變進化劇毒型摩托車手,
IvElementFrostBikerSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Biker,,,,,,変異体進化のフローズン バイカー,,,,,,突变进化冰冻型摩托车手,突變進化冰凍型摩托車手,
IvElementSoulBikerSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Biker,,,,,,変異体進化の魂イーター バイカー,,,,,,突变进化蚀魂型摩托车手,突變進化蝕魂型摩托車手,
IvElementFireLumberjackSpecial,entityclasses,Entity,,,Mutated Evolution Flame Lumberjack,,,,,,変異体進化の炎 木こり,,,,,,突变进化火焰型伐木工,突變進化火焰型伐木工,
IvElementElectricLumberjackSpecial,entityclasses,Entity,,,Mutated Evolution Shock Lumberjack,,,,,,変異体進化のショック 木こり,,,,,,突变进化电击型伐木工,突變進化電擊型伐木工,
IvElementToxicLumberjackSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Lumberjack,,,,,,変異体進化の毒性 木こり,,,,,,突变进化剧毒型伐木工,突變進化劇毒型伐木工,
IvElementFrostLumberjackSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Lumberjack,,,,,,変異体進化のフローズン 木こり,,,,,,突变进化冰冻型伐木工,突變進化冰凍型伐木工,
IvElementSoulLumberjackSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Lumberjack,,,,,,変異体進化の魂イーター 木こり,,,,,,突变进化蚀魂型伐木工,突變進化蝕魂型伐木工,
IvElementFireFemaleFatSpecial,entityclasses,Entity,,,Mutated Evolution Flame Big Momma,,,,,,変異体進化の炎 ビッグママ,,,,,,突变进化火焰型大妈,突變進化火焰型大媽,
IvElementElectricFemaleFatSpecial,entityclasses,Entity,,,Mutated Evolution Shock Big Momma,,,,,,変異体進化のショック ビッグママ,,,,,,突变进化电击型大妈,突變進化電擊型大媽,
IvElementToxicFemaleFatSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Big Momma,,,,,,変異体進化の毒性 ビッグママ,,,,,,突变进化剧毒型大妈,突變進化劇毒型大媽,
IvElementFrostFemaleFatSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Big Momma,,,,,,変異体進化のフローズン ビッグママ,,,,,,突变进化冰冻型大妈,突變進化冰凍型大媽,
IvElementSoulFemaleFatSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Big Momma,,,,,,変異体進化の魂イーター ビッグママ,,,,,,突变进化蚀魂型大妈,突變進化蝕魂型大媽,
IvElementFireFatHawaiianSpecial,entityclasses,Entity,,,Mutated Evolution Flame Tourist,,,,,,変異体進化の炎 観光客,,,,,,突变进化火焰型观光客,突變進化火焰型觀光客,
IvElementElectricFatHawaiianSpecial,entityclasses,Entity,,,Mutated Evolution Shock Tourist,,,,,,変異体進化のショック 観光客,,,,,,突变进化电击型观光客,突變進化電擊型觀光客,
IvElementToxicFatHawaiianSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Tourist,,,,,,変異体進化の毒性 観光客,,,,,,突变进化剧毒型观光客,突變進化劇毒型觀光客,
IvElementFrostFatHawaiianSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Tourist,,,,,,変異体進化のフローズン 観光客,,,,,,突变进化冰冻型观光客,突變進化冰凍型觀光客,
IvElementSoulFatHawaiianSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Tourist,,,,,,変異体進化の魂イーター 観光客,,,,,,突变进化蚀魂型观光客,突變進化蝕魂型觀光客,
IvElementFireSkateboarderSpecial,entityclasses,Entity,,,Mutated Evolution Flame Thug,,,,,,変異体進化の炎 悪党,,,,,,突变进化火焰型暴徒,突變進化火焰型暴徒,
IvElementElectricSkateboarderSpecial,entityclasses,Entity,,,Mutated Evolution Shock Thug,,,,,,変異体進化のショック 悪党,,,,,,突变进化电击型暴徒,突變進化電擊型暴徒,
IvElementToxicSkateboarderSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Thug,,,,,,変異体進化の毒性 悪党,,,,,,突变进化剧毒型暴徒,突變進化劇毒型暴徒,
IvElementFrostSkateboarderSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Thug,,,,,,変異体進化のフローズン 悪党,,,,,,突变进化冰冻型暴徒,突變進化冰凍型暴徒,
IvElementSoulSkateboarderSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Thug,,,,,,変異体進化の魂イーター 悪党,,,,,,突变进化蚀魂型暴徒,突變進化蝕魂型暴徒,
IvElementFireWightSpecial,entityclasses,Entity,,,Mutated Evolution Flame Wight,,,,,,変異体進化の炎 ワイト,,,,,,突变进化火焰型恶灵,突變進化火焰型惡靈,
IvElementElectricWightSpecial,entityclasses,Entity,,,Mutated Evolution Shock Wight,,,,,,変異体進化のショック ワイト,,,,,,突变进化电击型恶灵,突變進化電擊型惡靈,
IvElementToxicWightSpecial,entityclasses,Entity,,,Mutated Evolution Toxic Wight,,,,,,変異体進化の毒性 ワイト,,,,,,突变进化剧毒型恶灵,突變進化劇毒型惡靈,
IvElementFrostWightSpecial,entityclasses,Entity,,,Mutated Evolution Frozen Wight,,,,,,変異体進化のフローズン ワイト,,,,,,突变进化冰冻型恶灵,突變進化冰凍型惡靈,
IvElementSoulWightSpecial,entityclasses,Entity,,,Mutated Evolution Soul Eater Wight,,,,,,変異体進化の魂イーター ワイト,,,,,,突变进化蚀魂型恶灵,突變進化蝕魂型惡靈,
