Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
perkTurretsShootingSpeedName,progression,Perk,,,Evolution Technology: Fire Speed,,,,,,進化技術：発射速度,,,,,,进化科技: 射击速度,進化科技: 射擊速度,
perkTurretsShootingSpeedDesc,progression,Perk,,,Increase fire rate,,,,,,発射速度を上げます。,,,,,,增加射击速度,增加射擊速度,
perkTurretsShootingSpeedRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Robotics Inventor"" skill.",,,,,,「ロボット発明家」スキルで使用される武器に限定されます。,,,,,,限定「机器人发明者」技能所使用的武器。,限定「機器人發明家」技能所使用的武器。,
perkTurretsShootingSpeedRank01Desc,progression,Perk,,,fire rate +20%,,,,,,発射速度 +20％,,,,,,射速 +20%,射速 +20%,
perkTurretsShootingSpeedRank02Desc,progression,Perk,,,fire rate +40%,,,,,,発射速度 +40％,,,,,,射速 +40%,射速 +40%,
perkTurretsShootingSpeedRank03Desc,progression,Perk,,,fire rate +60%,,,,,,発射速度 +60％,,,,,,射速 +60%,射速 +60%,
perkTurretsShootingSpeedRank04Desc,progression,Perk,,,fire rate +80%,,,,,,発射速度 +80％,,,,,,射速 +80%,射速 +80%,
perkTurretsShootingSpeedRank05Desc,progression,Perk,,,fire rate +100%,,,,,,発射速度 +100％,,,,,,射速 +100%,射速 +100%,
perkTurretsShootingSpeedRank06Desc,progression,Perk,,,fire rate +120%,,,,,,発射速度 +120％,,,,,,射速 +120%,射速 +120%,
perkTurretsShootingSpeedRank07Desc,progression,Perk,,,fire rate +140%,,,,,,発射速度 +140％,,,,,,射速 +140%,射速 +140%,
perkTurretsShootingSpeedRank08Desc,progression,Perk,,,fire rate +160%,,,,,,発射速度 +160％,,,,,,射速 +160%,射速 +160%,
perkTurretsShootingSpeedRank09Desc,progression,Perk,,,fire rate +180%,,,,,,発射速度 +180％,,,,,,射速 +180%,射速 +180%,
perkTurretsShootingSpeedRank10Desc,progression,Perk,,,fire rate +200%,,,,,,発射速度 +200％,,,,,,射速 +200%,射速 +200%,
perkTurretsReloadSpeedMultiplierName,progression,Perk,,,Evolution Technology: Reload Speed,,,,,,進化技術：リロード速度,,,,,,进化科技: 装填速度,進化科技: 裝填速度,
perkTurretsReloadSpeedMultiplierDesc,progression,Perk,,,Increase reload speed,,,,,,リロード速度を上げます。,,,,,,提升装填速度,提升裝填速度,
perkTurretsReloadSpeedMultiplierRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Robotics Inventor"" skill.",,,,,,「ロボット発明家」スキルで使用される武器に限定されます。,,,,,,限定「机器人发明者」技能所使用的武器。,限定「機器人發明家」技能所使用的武器。,
perkTurretsReloadSpeedMultiplierRank01Desc,progression,Perk,,,reload +17%,,,,,,リロード+17％,,,,,,装填速度 +17%,裝填速度 +17%,
perkTurretsReloadSpeedMultiplierRank02Desc,progression,Perk,,,reload +34%,,,,,,リロード+34％,,,,,,装填速度 +34%,裝填速度 +34%,
perkTurretsReloadSpeedMultiplierRank03Desc,progression,Perk,,,reload +51%,,,,,,リロード+51％,,,,,,装填速度 +51%,裝填速度 +51%,
perkTurretsReloadSpeedMultiplierRank04Desc,progression,Perk,,,reload +68%,,,,,,リロード+68％,,,,,,装填速度 +68%,裝填速度 +68%,
perkTurretsReloadSpeedMultiplierRank05Desc,progression,Perk,,,reload +85%,,,,,,リロード+85％,,,,,,装填速度 +85%,裝填速度 +85%,
perkTurretsReloadSpeedMultiplierRank06Desc,progression,Perk,,,reload +102%,,,,,,リロード+102％,,,,,,装填速度 +102%,裝填速度 +102%,
perkTurretsReloadSpeedMultiplierRank07Desc,progression,Perk,,,reload +119%,,,,,,リロード+119％,,,,,,装填速度 +119%,裝填速度 +119%,
perkTurretsReloadSpeedMultiplierRank08Desc,progression,Perk,,,reload +136%,,,,,,リロード+136％,,,,,,装填速度 +136%,裝填速度 +136%,
perkTurretsReloadSpeedMultiplierRank09Desc,progression,Perk,,,reload +153%,,,,,,リロード+153％,,,,,,装填速度 +153%,裝填速度 +153%,
perkTurretsReloadSpeedMultiplierRank10Desc,progression,Perk,,,reload +170%,,,,,,リロード+170％,,,,,,装填速度 +170%,裝填速度 +170%,
perkDemolitionsExpertEntityDamageName,progression,Perk,,,Demolition Group: Physical Damage,,,,,,解体グループ：物理的ダメージ,,,,,,爆破组: 实体伤害,爆破組: 實體傷害,
perkDemolitionsExpertEntityDamageDesc,progression,Perk,,,Increase physical damage,,,,,,物理的なダメージを増やします。,,,,,,增加实体伤害,增加實體傷害,
perkDemolitionsExpertEntityDamageRankLongDesc,progression,Perk,,,"Limited to the weapons and projectiles used by the ""Demolitions Expert"" skill.",,,,,,「解体専門家」スキルで使用される武器と発射体に限定されます。,,,,,,限定「爆破专家」技能所使用的武器与投掷物。,限定「爆破專家」技能所使用的武器與投擲物。,
perkDemolitionsExpertEntityDamageRank01Desc,progression,Perk,,,physical damage +20%,,,,,,物理的ダメージ+20％,,,,,,实体伤害 +20%,實體傷害 +20%,
perkDemolitionsExpertEntityDamageRank02Desc,progression,Perk,,,physical damage +40%,,,,,,物理的ダメージ+40％,,,,,,实体伤害 +40%,實體傷害 +40%,
perkDemolitionsExpertEntityDamageRank03Desc,progression,Perk,,,physical damage +60%,,,,,,物理的ダメージ+60％,,,,,,实体伤害 +60%,實體傷害 +60%,
perkDemolitionsExpertEntityDamageRank04Desc,progression,Perk,,,physical damage +80%,,,,,,物理的ダメージ+80％,,,,,,实体伤害 +80%,實體傷害 +80%,
perkDemolitionsExpertEntityDamageRank05Desc,progression,Perk,,,physical damage +100%,,,,,,物理的ダメージ+100％,,,,,,实体伤害 +100%,實體傷害 +100%,
perkDemolitionsExpertEntityDamageRank06Desc,progression,Perk,,,physical damage +120%,,,,,,物理的ダメージ+120％,,,,,,实体伤害 +120%,實體傷害 +120%,
perkDemolitionsExpertEntityDamageRank07Desc,progression,Perk,,,physical damage +140%,,,,,,物理的ダメージ+140％,,,,,,实体伤害 +140%,實體傷害 +140%,
perkDemolitionsExpertEntityDamageRank08Desc,progression,Perk,,,physical damage +160%,,,,,,物理的ダメージ+160％,,,,,,实体伤害 +160%,實體傷害 +160%,
perkDemolitionsExpertEntityDamageRank09Desc,progression,Perk,,,physical damage +180%,,,,,,物理的ダメージ+180％,,,,,,实体伤害 +180%,實體傷害 +180%,
perkDemolitionsExpertEntityDamageRank10Desc,progression,Perk,,,physical damage +200%,,,,,,物理的ダメージ+200％,,,,,,实体伤害 +200%,實體傷害 +200%,
perkDemolitionsExpertBlockDamageName,progression,Perk,,,Demolition Group: Block Damage,,,,,,解体グループ：ブロックダメージ,,,,,,爆破组: 方块伤害,爆破組: 方塊傷害,
perkDemolitionsExpertBlockDamageDesc,progression,Perk,,,Increase block damage,,,,,,ブロックダメージを増やします。,,,,,,增加方块伤害,增加方塊傷害,
perkDemolitionsExpertBlockDamageRankLongDesc,progression,Perk,,,"Limited to the weapons and projectiles used by the ""Demolitions Expert"" skill.",,,,,,「解体専門家」スキルで使用される武器と発射体に限定されます。,,,,,,限定「爆破专家」技能所使用的武器与投掷物。,限定「爆破專家」技能所使用的武器與投擲物。,
perkDemolitionsExpertBlockDamageRank01Desc,progression,Perk,,,block damage +20%,,,,,,ブロックダメージ+20％,,,,,,方块伤害 +20%,方塊傷害 +20%,
perkDemolitionsExpertBlockDamageRank02Desc,progression,Perk,,,block damage +40%,,,,,,ブロックダメージ+40％,,,,,,方块伤害 +40%,方塊傷害 +40%,
perkDemolitionsExpertBlockDamageRank03Desc,progression,Perk,,,block damage +60%,,,,,,ブロックダメージ+60％,,,,,,方块伤害 +60%,方塊傷害 +60%,
perkDemolitionsExpertBlockDamageRank04Desc,progression,Perk,,,block damage +80%,,,,,,ブロックダメージ+80％,,,,,,方块伤害 +80%,方塊傷害 +80%,
perkDemolitionsExpertBlockDamageRank05Desc,progression,Perk,,,block damage +100%,,,,,,ブロックダメージ+100％,,,,,,方块伤害 +100%,方塊傷害 +100%,
perkDemolitionsExpertBlockDamageRank06Desc,progression,Perk,,,block damage +120%,,,,,,ブロックダメージ+120％,,,,,,方块伤害 +120%,方塊傷害 +120%,
perkDemolitionsExpertBlockDamageRank07Desc,progression,Perk,,,block damage +140%,,,,,,ブロックダメージ+140％,,,,,,方块伤害 +140%,方塊傷害 +140%,
perkDemolitionsExpertBlockDamageRank08Desc,progression,Perk,,,block damage +160%,,,,,,ブロックダメージ+160％,,,,,,方块伤害 +160%,方塊傷害 +160%,
perkDemolitionsExpertBlockDamageRank09Desc,progression,Perk,,,block damage +180%,,,,,,ブロックダメージ+180％,,,,,,方块伤害 +180%,方塊傷害 +180%,
perkDemolitionsExpertBlockDamageRank10Desc,progression,Perk,,,block damage +200%,,,,,,ブロックダメージ+200％,,,,,,方块伤害 +200%,方塊傷害 +200%,
perkDemolitionsExpertDismemberChanceName,progression,Perk,,,Demolition Group: Dismemberment Rate,,,,,,解体グループ：解体率,,,,,,爆破组: 肢解率,爆破組: 肢解率,
perkDemolitionsExpertDismemberChanceDesc,progression,Perk,,,increased dismemberment rate,,,,,,切断率の増加。,,,,,,增加肢解率,增加肢解率,
perkDemolitionsExpertDismemberChanceRankLongDesc,progression,Perk,,,"Limited to the weapons and projectiles used by the ""Demolitions Expert"" skill.",,,,,,「解体専門家」スキルで使用される武器と発射体に限定されます。,,,,,,限定「爆破专家」技能所使用的武器与投掷物。,限定「爆破專家」技能所使用的武器與投擲物。,
perkDemolitionsExpertDismemberChanceRank01Desc,progression,Perk,,,dismemberment +10%,,,,,,解体+10％,,,,,,肢解率 +10%,肢解率 +10%,
perkDemolitionsExpertDismemberChanceRank02Desc,progression,Perk,,,dismemberment +20%,,,,,,解体+20％,,,,,,肢解率 +20%,肢解率 +20%,
perkDemolitionsExpertDismemberChanceRank03Desc,progression,Perk,,,dismemberment +30%,,,,,,解体+30％,,,,,,肢解率 +30%,肢解率 +30%,
perkDemolitionsExpertDismemberChanceRank04Desc,progression,Perk,,,dismemberment +40%,,,,,,解体+40％,,,,,,肢解率 +40%,肢解率 +40%,
perkDemolitionsExpertDismemberChanceRank05Desc,progression,Perk,,,dismemberment +50%,,,,,,解体+50％,,,,,,肢解率 +50%,肢解率 +50%,
perkPummelPeteEntityDamageName,progression,Perk,,,Home Run: Physical Damage,,,,,,本塁打：物理的ダメージ,,,,,,全垒打: 实体伤害,全壘打: 實體傷害,
perkPummelPeteEntityDamageDesc,progression,Perk,,,Increase physical damage,,,,,,物理的なダメージを増やします。,,,,,,增加实体伤害,增加實體傷害,
perkPummelPeteEntityDamageRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Pummel Pete"" skill.",,,,,,「パメル・ピート」スキルで使用される武器に限定されます。,,,,,,限定「击球手佩特」技能所使用的武器。,限定「打擊者」技能所使用的武器。,
perkPummelPeteEntityDamageRank01Desc,progression,Perk,,,physical damage +20%,,,,,,物理的ダメージ+20％,,,,,,实体伤害 +20%,實體傷害 +20%,
perkPummelPeteEntityDamageRank02Desc,progression,Perk,,,physical damage +40%,,,,,,物理的ダメージ+40％,,,,,,实体伤害 +40%,實體傷害 +40%,
perkPummelPeteEntityDamageRank03Desc,progression,Perk,,,physical damage +60%,,,,,,物理的ダメージ+60％,,,,,,实体伤害 +60%,實體傷害 +60%,
perkPummelPeteEntityDamageRank04Desc,progression,Perk,,,physical damage +80%,,,,,,物理的ダメージ+80％,,,,,,实体伤害 +80%,實體傷害 +80%,
perkPummelPeteEntityDamageRank05Desc,progression,Perk,,,physical damage +100%,,,,,,物理的ダメージ+100％,,,,,,实体伤害 +100%,實體傷害 +100%,
perkPummelPeteEntityDamageRank06Desc,progression,Perk,,,physical damage +120%,,,,,,物理的ダメージ+120％,,,,,,实体伤害 +120%,實體傷害 +120%,
perkPummelPeteEntityDamageRank07Desc,progression,Perk,,,physical damage +140%,,,,,,物理的ダメージ+140％,,,,,,实体伤害 +140%,實體傷害 +140%,
perkPummelPeteEntityDamageRank08Desc,progression,Perk,,,physical damage +160%,,,,,,物理的ダメージ+160％,,,,,,实体伤害 +160%,實體傷害 +160%,
perkPummelPeteEntityDamageRank09Desc,progression,Perk,,,physical damage +180%,,,,,,物理的ダメージ+180％,,,,,,实体伤害 +180%,實體傷害 +180%,
perkPummelPeteEntityDamageRank10Desc,progression,Perk,,,physical damage +200%,,,,,,物理的ダメージ+200％,,,,,,实体伤害 +200%,實體傷害 +200%,
perkPummelPeteAttacksPerMinuteName,progression,Perk,,,Home Run: Attack Speed,,,,,,本塁打：攻撃速度,,,,,,全垒打: 攻击速度,全壘打: 攻擊速度,
perkPummelPeteAttacksPerMinuteDesc,progression,Perk,,,Increase attack speed,,,,,,攻撃速度を上げます。,,,,,,增加攻击速度,增加攻擊速度,
perkPummelPeteAttacksPerMinuteRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Pummel Pete"" skill.",,,,,,「パメル・ピート」スキルで使用される武器に限定されます。,,,,,,限定「击球手佩特」技能所使用的武器。,限定「打擊者」技能所使用的武器。,
perkPummelPeteAttacksPerMinuteRank01Desc,progression,Perk,,,attack speed +10%,,,,,,攻撃速度+10％,,,,,,攻击速度 +10%,攻擊速度 +10%,
perkPummelPeteAttacksPerMinuteRank02Desc,progression,Perk,,,attack speed +20%,,,,,,攻撃速度+20％,,,,,,攻击速度 +20%,攻擊速度 +20%,
perkPummelPeteAttacksPerMinuteRank03Desc,progression,Perk,,,attack speed +30%,,,,,,攻撃速度+30％,,,,,,攻击速度 +30%,攻擊速度 +30%,
perkPummelPeteAttacksPerMinuteRank04Desc,progression,Perk,,,attack speed +40%,,,,,,攻撃速度+40％,,,,,,攻击速度 +40%,攻擊速度 +40%,
perkPummelPeteAttacksPerMinuteRank05Desc,progression,Perk,,,attack speed +50%,,,,,,攻撃速度+50％,,,,,,攻击速度 +50%,攻擊速度 +50%,
perkPummelPeteAttacksPerMinuteRank06Desc,progression,Perk,,,attack speed +60%,,,,,,攻撃速度+60％,,,,,,攻击速度 +60%,攻擊速度 +60%,
perkPummelPeteAttacksPerMinuteRank07Desc,progression,Perk,,,attack speed +70%,,,,,,攻撃速度+70％,,,,,,攻击速度 +70%,攻擊速度 +70%,
perkPummelPeteAttacksPerMinuteRank08Desc,progression,Perk,,,attack speed +80%,,,,,,攻撃速度+80％,,,,,,攻击速度 +80%,攻擊速度 +80%,
perkPummelPeteAttacksPerMinuteRank09Desc,progression,Perk,,,attack speed +90%,,,,,,攻撃速度+90％,,,,,,攻击速度 +90%,攻擊速度 +90%,
perkPummelPeteAttacksPerMinuteRank10Desc,progression,Perk,,,attack speed +100%,,,,,,攻撃速度+100％,,,,,,攻击速度 +100%,攻擊速度 +100%,
perkSkullCrusherEntityDamageName,progression,Perk,,,Hercules: Physical Damage,,,,,,ヘラクレス：物理的ダメージ,,,,,,力士: 实体伤害,力士: 實體傷害,
perkSkullCrusherEntityDamageDesc,progression,Perk,,,Increase physical damage,,,,,,物理的なダメージを増やします。,,,,,,增加实体伤害,增加實體傷害,
perkSkullCrusherEntityDamageRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Skull Crusher"" skill.",,,,,,「スカルクラッシャー」スキルで使用される武器に限定されます。,,,,,,限定「头骨粉碎者」技能所使用的武器。,限定「頭顱破碎機」技能所使用的武器。,
perkSkullCrusherEntityDamageRank01Desc,progression,Perk,,,physical damage +20%,,,,,,物理的ダメージ+20％,,,,,,实体伤害 +20%,實體傷害 +20%,
perkSkullCrusherEntityDamageRank02Desc,progression,Perk,,,physical damage +40%,,,,,,物理的ダメージ+40％,,,,,,实体伤害 +40%,實體傷害 +40%,
perkSkullCrusherEntityDamageRank03Desc,progression,Perk,,,physical damage +60%,,,,,,物理的ダメージ+60％,,,,,,实体伤害 +60%,實體傷害 +60%,
perkSkullCrusherEntityDamageRank04Desc,progression,Perk,,,physical damage +80%,,,,,,物理的ダメージ+80％,,,,,,实体伤害 +80%,實體傷害 +80%,
perkSkullCrusherEntityDamageRank05Desc,progression,Perk,,,physical damage +100%,,,,,,物理的ダメージ+100％,,,,,,实体伤害 +100%,實體傷害 +100%,
perkSkullCrusherEntityDamageRank06Desc,progression,Perk,,,physical damage +120%,,,,,,物理的ダメージ+120％,,,,,,实体伤害 +120%,實體傷害 +120%,
perkSkullCrusherEntityDamageRank07Desc,progression,Perk,,,physical damage +140%,,,,,,物理的ダメージ+140％,,,,,,实体伤害 +140%,實體傷害 +140%,
perkSkullCrusherEntityDamageRank08Desc,progression,Perk,,,physical damage +160%,,,,,,物理的ダメージ+160％,,,,,,实体伤害 +160%,實體傷害 +160%,
perkSkullCrusherEntityDamageRank09Desc,progression,Perk,,,physical damage +180%,,,,,,物理的ダメージ+180％,,,,,,实体伤害 +180%,實體傷害 +180%,
perkSkullCrusherEntityDamageRank10Desc,progression,Perk,,,physical damage +200%,,,,,,物理的ダメージ+200％,,,,,,实体伤害 +200%,實體傷害 +200%,
perkSkullCrusherAttacksPerMinuteName,progression,Perk,,,Hercules: Attack Speed,,,,,,ヘラクレス：攻撃速度,,,,,,力士: 攻击速度,力士: 攻擊速度,
perkSkullCrusherAttacksPerMinuteDesc,progression,Perk,,,Increase attack speed,,,,,,攻撃速度を上げます。,,,,,,增加攻击速度,增加攻擊速度,
perkSkullCrusherAttacksPerMinuteRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Skull Crusher"" skill.",,,,,,「スカルクラッシャー」スキルで使用される武器に限定されます。,,,,,,限定「头骨粉碎者」技能所使用的武器。,限定「頭顱破碎機」技能所使用的武器。,
perkSkullCrusherAttacksPerMinuteRank01Desc,progression,Perk,,,attack speed +10%,,,,,,攻撃速度+10％,,,,,,攻击速度 +10%,攻擊速度 +10%,
perkSkullCrusherAttacksPerMinuteRank02Desc,progression,Perk,,,attack speed +20%,,,,,,攻撃速度+20％,,,,,,攻击速度 +20%,攻擊速度 +20%,
perkSkullCrusherAttacksPerMinuteRank03Desc,progression,Perk,,,attack speed +30%,,,,,,攻撃速度+30％,,,,,,攻击速度 +30%,攻擊速度 +30%,
perkSkullCrusherAttacksPerMinuteRank04Desc,progression,Perk,,,attack speed +40%,,,,,,攻撃速度+40％,,,,,,攻击速度 +40%,攻擊速度 +40%,
perkSkullCrusherAttacksPerMinuteRank05Desc,progression,Perk,,,attack speed +50%,,,,,,攻撃速度+50％,,,,,,攻击速度 +50%,攻擊速度 +50%,
perkSkullCrusherAttacksPerMinuteRank06Desc,progression,Perk,,,attack speed +60%,,,,,,攻撃速度+60％,,,,,,攻击速度 +60%,攻擊速度 +60%,
perkSkullCrusherAttacksPerMinuteRank07Desc,progression,Perk,,,attack speed +70%,,,,,,攻撃速度+70％,,,,,,攻击速度 +70%,攻擊速度 +70%,
perkSkullCrusherAttacksPerMinuteRank08Desc,progression,Perk,,,attack speed +80%,,,,,,攻撃速度+80％,,,,,,攻击速度 +80%,攻擊速度 +80%,
perkSkullCrusherAttacksPerMinuteRank09Desc,progression,Perk,,,attack speed +90%,,,,,,攻撃速度+90％,,,,,,攻击速度 +90%,攻擊速度 +90%,
perkSkullCrusherAttacksPerMinuteRank10Desc,progression,Perk,,,attack speed +100%,,,,,,攻撃速度+100％,,,,,,攻击速度 +100%,攻擊速度 +100%,
perkBrawlerEntityDamageName,progression,Perk,,,Champion: Physical Damage,,,,,,チャンピオン：物理的ダメージ,,,,,,拳王: 实体伤害,拳王: 實體傷害,
perkBrawlerEntityDamageDesc,progression,Perk,,,Increase physical damage,,,,,,物理的なダメージを増やします。,,,,,,增加实体伤害,增加實體傷害,
perkBrawlerEntityDamageRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""The Brawler"" skill.",,,,,,「格闘家」スキルで使用される武器に限定されます。,,,,,,限定「搏斗家」技能所使用的武器。,限定「鬥毆者」技能所使用的武器。,
perkBrawlerEntityDamageRank01Desc,progression,Perk,,,physical damage +20%,,,,,,物理的ダメージ+20％,,,,,,实体伤害 +20%,實體傷害 +20%,
perkBrawlerEntityDamageRank02Desc,progression,Perk,,,physical damage +40%,,,,,,物理的ダメージ+40％,,,,,,实体伤害 +40%,實體傷害 +40%,
perkBrawlerEntityDamageRank03Desc,progression,Perk,,,physical damage +60%,,,,,,物理的ダメージ+60％,,,,,,实体伤害 +60%,實體傷害 +60%,
perkBrawlerEntityDamageRank04Desc,progression,Perk,,,physical damage +80%,,,,,,物理的ダメージ+80％,,,,,,实体伤害 +80%,實體傷害 +80%,
perkBrawlerEntityDamageRank05Desc,progression,Perk,,,physical damage +100%,,,,,,物理的ダメージ+100％,,,,,,实体伤害 +100%,實體傷害 +100%,
perkBrawlerEntityDamageRank06Desc,progression,Perk,,,physical damage +120%,,,,,,物理的ダメージ+120％,,,,,,实体伤害 +120%,實體傷害 +120%,
perkBrawlerEntityDamageRank07Desc,progression,Perk,,,physical damage +140%,,,,,,物理的ダメージ+140％,,,,,,实体伤害 +140%,實體傷害 +140%,
perkBrawlerEntityDamageRank08Desc,progression,Perk,,,physical damage +160%,,,,,,物理的ダメージ+160％,,,,,,实体伤害 +160%,實體傷害 +160%,
perkBrawlerEntityDamageRank09Desc,progression,Perk,,,physical damage +180%,,,,,,物理的ダメージ+180％,,,,,,实体伤害 +180%,實體傷害 +180%,
perkBrawlerEntityDamageRank10Desc,progression,Perk,,,physical damage +200%,,,,,,物理的ダメージ+200％,,,,,,实体伤害 +200%,實體傷害 +200%,
perkBrawlerAttacksPerMinuteName,progression,Perk,,,Champion: Attack Speed,,,,,,チャンピオン：攻撃速度,,,,,,拳王: 攻击速度,拳王: 攻擊速度,
perkBrawlerAttacksPerMinuteDesc,progression,Perk,,,Increase attack speed,,,,,,攻撃速度を上げます。,,,,,,增加攻击速度,增加攻擊速度,
perkBrawlerAttacksPerMinuteRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""The Brawler"" skill.",,,,,,「格闘家」スキルで使用される武器に限定されます。,,,,,,限定「搏斗家」技能所使用的武器。,限定「鬥毆者」技能所使用的武器。,
perkBrawlerAttacksPerMinuteRank01Desc,progression,Perk,,,attack speed +10%,,,,,,攻撃速度+10％,,,,,,攻击速度 +10%,攻擊速度 +10%,
perkBrawlerAttacksPerMinuteRank02Desc,progression,Perk,,,attack speed +20%,,,,,,攻撃速度+20％,,,,,,攻击速度 +20%,攻擊速度 +20%,
perkBrawlerAttacksPerMinuteRank03Desc,progression,Perk,,,attack speed +30%,,,,,,攻撃速度+30％,,,,,,攻击速度 +30%,攻擊速度 +30%,
perkBrawlerAttacksPerMinuteRank04Desc,progression,Perk,,,attack speed +40%,,,,,,攻撃速度+40％,,,,,,攻击速度 +40%,攻擊速度 +40%,
perkBrawlerAttacksPerMinuteRank05Desc,progression,Perk,,,attack speed +50%,,,,,,攻撃速度+50％,,,,,,攻击速度 +50%,攻擊速度 +50%,
perkBrawlerAttacksPerMinuteRank06Desc,progression,Perk,,,attack speed +60%,,,,,,攻撃速度+60％,,,,,,攻击速度 +60%,攻擊速度 +60%,
perkBrawlerAttacksPerMinuteRank07Desc,progression,Perk,,,attack speed +70%,,,,,,攻撃速度+70％,,,,,,攻击速度 +70%,攻擊速度 +70%,
perkBrawlerAttacksPerMinuteRank08Desc,progression,Perk,,,attack speed +80%,,,,,,攻撃速度+80％,,,,,,攻击速度 +80%,攻擊速度 +80%,
perkBrawlerAttacksPerMinuteRank09Desc,progression,Perk,,,attack speed +90%,,,,,,攻撃速度+90％,,,,,,攻击速度 +90%,攻擊速度 +90%,
perkBrawlerAttacksPerMinuteRank10Desc,progression,Perk,,,attack speed +100%,,,,,,攻撃速度+100％,,,,,,攻击速度 +100%,攻擊速度 +100%,
perkDeepCutsEntityDamageName,progression,Perk,,,Assassin: Physical Damage,,,,,,暗殺者：物理的ダメージ,,,,,,刺客: 实体伤害,刺客: 實體傷害,
perkDeepCutsEntityDamageDesc,progression,Perk,,,Increase physical damage,,,,,,物理的なダメージを増やします。,,,,,,增加实体伤害,增加實體傷害,
perkDeepCutsEntityDamageRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Deep Cuts"" skill.",,,,,,「ディープカット」スキルで使用される武器に限定されます。,,,,,,限定「深度刀伤」技能所使用的武器。,限定「深切口」技能所使用的武器。,
perkDeepCutsEntityDamageRank01Desc,progression,Perk,,,physical damage +20%,,,,,,物理的ダメージ+20％,,,,,,实体伤害 +20%,實體傷害 +20%,
perkDeepCutsEntityDamageRank02Desc,progression,Perk,,,physical damage +40%,,,,,,物理的ダメージ+40％,,,,,,实体伤害 +40%,實體傷害 +40%,
perkDeepCutsEntityDamageRank03Desc,progression,Perk,,,physical damage +60%,,,,,,物理的ダメージ+60％,,,,,,实体伤害 +60%,實體傷害 +60%,
perkDeepCutsEntityDamageRank04Desc,progression,Perk,,,physical damage +80%,,,,,,物理的ダメージ+80％,,,,,,实体伤害 +80%,實體傷害 +80%,
perkDeepCutsEntityDamageRank05Desc,progression,Perk,,,physical damage +100%,,,,,,物理的ダメージ+100％,,,,,,实体伤害 +100%,實體傷害 +100%,
perkDeepCutsEntityDamageRank06Desc,progression,Perk,,,physical damage +120%,,,,,,物理的ダメージ+120％,,,,,,实体伤害 +120%,實體傷害 +120%,
perkDeepCutsEntityDamageRank07Desc,progression,Perk,,,physical damage +140%,,,,,,物理的ダメージ+140％,,,,,,实体伤害 +140%,實體傷害 +140%,
perkDeepCutsEntityDamageRank08Desc,progression,Perk,,,physical damage +160%,,,,,,物理的ダメージ+160％,,,,,,实体伤害 +160%,實體傷害 +160%,
perkDeepCutsEntityDamageRank09Desc,progression,Perk,,,physical damage +180%,,,,,,物理的ダメージ+180％,,,,,,实体伤害 +180%,實體傷害 +180%,
perkDeepCutsEntityDamageRank10Desc,progression,Perk,,,physical damage +200%,,,,,,物理的ダメージ+200％,,,,,,实体伤害 +200%,實體傷害 +200%,
perkDeepCutsAttacksPerMinuteName,progression,Perk,,,Assassin: Attack Speed,,,,,,暗殺者：攻撃速度,,,,,,刺客: 攻击速度,刺客: 攻擊速度,
perkDeepCutsAttacksPerMinuteDesc,progression,Perk,,,Increase attack speed,,,,,,攻撃速度を上げます。,,,,,,增加攻击速度,增加攻擊速度,
perkDeepCutsAttacksPerMinuteRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Deep Cuts"" skill.",,,,,,「ディープカット」スキルで使用される武器に限定されます。,,,,,,限定「深度刀伤」技能所使用的武器。,限定「深切口」技能所使用的武器。,
perkDeepCutsAttacksPerMinuteRank01Desc,progression,Perk,,,attack speed +10%,,,,,,攻撃速度+10％,,,,,,攻击速度 +10%,攻擊速度 +10%,
perkDeepCutsAttacksPerMinuteRank02Desc,progression,Perk,,,attack speed +20%,,,,,,攻撃速度+20％,,,,,,攻击速度 +20%,攻擊速度 +20%,
perkDeepCutsAttacksPerMinuteRank03Desc,progression,Perk,,,attack speed +30%,,,,,,攻撃速度+30％,,,,,,攻击速度 +30%,攻擊速度 +30%,
perkDeepCutsAttacksPerMinuteRank04Desc,progression,Perk,,,attack speed +40%,,,,,,攻撃速度+40％,,,,,,攻击速度 +40%,攻擊速度 +40%,
perkDeepCutsAttacksPerMinuteRank05Desc,progression,Perk,,,attack speed +50%,,,,,,攻撃速度+50％,,,,,,攻击速度 +50%,攻擊速度 +50%,
perkDeepCutsAttacksPerMinuteRank06Desc,progression,Perk,,,attack speed +60%,,,,,,攻撃速度+60％,,,,,,攻击速度 +60%,攻擊速度 +60%,
perkDeepCutsAttacksPerMinuteRank07Desc,progression,Perk,,,attack speed +70%,,,,,,攻撃速度+70％,,,,,,攻击速度 +70%,攻擊速度 +70%,
