Key,File,Type,english,tchinese,spanish
perkHardworkingMinersHarvestCountRank03Desc,progression,Perk,harvest +45%,收獲量 +45%,
perkHardworkingMinersHarvestCountRank04Desc,progression,Perk,harvest +60%,收獲量 +60%,
perkHardworkingMinersHarvestCountRank05Desc,progression,Perk,harvest +75%,收獲量 +75%,
perkHardworkingMinersHarvestCountRank06Desc,progression,Perk,harvest +90%,收獲量 +90%,
perkHardworkingMinersHarvestCountRank07Desc,progression,Perk,harvest +105%,收獲量 +105%,
perkHardworkingMinersHarvestCountRank08Desc,progression,Perk,harvest +120%,收獲量 +120%,
perkHardworkingMinersHarvestCountRank09Desc,progression,Perk,harvest +135%,收獲量 +135%,
perkHardworkingMinersHarvestCountRank10Desc,progression,Perk,harvest +150%,收獲量 +150%,
perkHardworkingMinersPlayerExpGainName,progression,Perk,Hardworking Miner: Experience Points,勤勞的礦工: 經驗值,
perkHardworkingMinersPlayerExpGainDesc,progression,Perk,Increases the amount of experience points harvested with tools.,增加工具採收的經驗值量,
perkHardworkingMinersPlayerExpGainRankLongDesc,progression,Perk,"Limited to the tools used by the ""Mother Lode"" skill.",限定「母礦脈」技能所使用的工具。,
perkHardworkingMinersPlayerExpGainRank01Desc,progression,Perk,exp +16%,經驗值 +16%,
perkHardworkingMinersPlayerExpGainRank02Desc,progression,Perk,exp +32%,經驗值 +32%,
perkHardworkingMinersPlayerExpGainRank03Desc,progression,Perk,exp +48%,經驗值 +48%,
perkHardworkingMinersPlayerExpGainRank04Desc,progression,Perk,exp +64%,經驗值 +64%,
perkHardworkingMinersPlayerExpGainRank05Desc,progression,Perk,exp +80%,經驗值 +80%,
perkHardworkingMinersPlayerExpGainRank06Desc,progression,Perk,exp +96%,經驗值 +96%,
perkHardworkingMinersPlayerExpGainRank07Desc,progression,Perk,exp +112%,經驗值 +112%,
perkHardworkingMinersPlayerExpGainRank08Desc,progression,Perk,exp +128%,經驗值 +128%,
perkHardworkingMinersPlayerExpGainRank09Desc,progression,Perk,exp +144%,經驗值 +144%,
perkHardworkingMinersPlayerExpGainRank10Desc,progression,Perk,exp +160%,經驗值 +160%,
perkTheHuntsmanHarvestCountName,progression,Perk,Butcher: Harvested Amount,屠夫: 收獲量,
perkTheHuntsmanHarvestCountDesc,progression,Perk,Increases the amount harvested with tools.,增加工具採收的收獲量,
perkTheHuntsmanHarvestCountRankLongDesc,progression,Perk,"Limited to the weapons used by the ""The Huntsman"" skill.",限定「獵人」技能所使用的武器。,
perkTheHuntsmanHarvestCountRank01Desc,progression,Perk,harvest +20%,收獲量 +20%,
perkTheHuntsmanHarvestCountRank02Desc,progression,Perk,harvest +40%,收獲量 +40%,
perkTheHuntsmanHarvestCountRank03Desc,progression,Perk,harvest +60%,收獲量 +60%,
perkTheHuntsmanHarvestCountRank04Desc,progression,Perk,harvest +80%,收獲量 +80%,
perkTheHuntsmanHarvestCountRank05Desc,progression,Perk,harvest +100%,收獲量 +100%,
perkTheHuntsmanHarvestCountRank06Desc,progression,Perk,harvest +120%,收獲量 +120%,
perkTheHuntsmanHarvestCountRank07Desc,progression,Perk,harvest +140%,收獲量 +140%,
perkTheHuntsmanHarvestCountRank08Desc,progression,Perk,harvest +160%,收獲量 +160%,
perkTheHuntsmanHarvestCountRank09Desc,progression,Perk,harvest +180%,收獲量 +180%,
perkTheHuntsmanHarvestCountRank10Desc,progression,Perk,harvest +200%,收獲量 +200%,
perkLivingOffTheLandHarvestCountName,progression,Perk,Farmer: Harvested Amount,農夫: 收獲量,
perkLivingOffTheLandHarvestCountDesc,progression,Perk,Increase the number of crops harvested.,增加農作物採收的收獲量,
perkLivingOffTheLandHarvestCountRankLongDesc,progression,Perk,"The ""Living off the Land"" skill must be upgraded to the highest level.",限定「靠土地為生」技能已經升級至頂狀態。,
perkLivingOffTheLandHarvestCountRank01Desc,progression,Perk,harvest +100%,收獲量 +100%,
perkLivingOffTheLandHarvestCountRank02Desc,progression,Perk,harvest +200%,收獲量 +200%,
perkLivingOffTheLandHarvestCountRank03Desc,progression,Perk,harvest +300%,收獲量 +300%,
perkLivingOffTheLandHarvestCountRank04Desc,progression,Perk,harvest +400%,收獲量 +400%,
perkLivingOffTheLandHarvestCountRank05Desc,progression,Perk,harvest +500%,收獲量 +500%,
perkFlurryOfAgilityAttacksPerMinuteName,progression,Perk,Haste: Attack Speed,急行: 攻擊速度,
perkFlurryOfAgilityAttacksPerMinuteDesc,progression,Perk,Increase attack speed,增加攻擊速度,
perkFlurryOfAgilityAttacksPerMinuteRankLongDesc,progression,Perk,"Limited to the weapons or tools supported by the ""Whirlwind"" skill.",限定「旋風斬」技能所支援的武器或工具。,
perkFlurryOfAgilityAttacksPerMinuteRank01Desc,progression,Perk,attack speed +10%,攻擊速度 +10%,
perkFlurryOfAgilityAttacksPerMinuteRank02Desc,progression,Perk,attack speed +20%,攻擊速度 +20%,
perkFlurryOfAgilityAttacksPerMinuteRank03Desc,progression,Perk,attack speed +30%,攻擊速度 +30%,
perkFlurryOfAgilityAttacksPerMinuteRank04Desc,progression,Perk,attack speed +40%,攻擊速度 +40%,
perkFlurryOfAgilityAttacksPerMinuteRank05Desc,progression,Perk,attack speed +50%,攻擊速度 +50%,
perkFlurryOfAgilityAttacksPerMinuteRank06Desc,progression,Perk,attack speed +60%,攻擊速度 +60%,
perkFlurryOfAgilityAttacksPerMinuteRank07Desc,progression,Perk,attack speed +70%,攻擊速度 +70%,
perkFlurryOfAgilityAttacksPerMinuteRank08Desc,progression,Perk,attack speed +80%,攻擊速度 +80%,
perkFlurryOfAgilityAttacksPerMinuteRank09Desc,progression,Perk,attack speed +90%,攻擊速度 +90%,
perkFlurryOfAgilityAttacksPerMinuteRank10Desc,progression,Perk,attack speed +100%,攻擊速度 +100%,
perkHeavyArmorStaminaLossName,progression,Perk,Beast: Stamina Consumption,猛獸: 耐力消耗,
perkHeavyArmorStaminaLossDesc,progression,Perk,Reduce stamina consumption.,降低耐力的消耗,
perkHeavyArmorStaminaLossRankLongDesc,progression,Perk,"Limited to the weapons or tools supported by the ""Heavy Armor"" skill.",限定「重甲」技能已經升級至頂狀態。,
perkHeavyArmorStaminaLossRank01Desc,progression,Perk,stamina cost -6.5%,耐力消耗 -6.5%,
perkHeavyArmorStaminaLossRank02Desc,progression,Perk,stamina cost -13%,耐力消耗 -13%,
perkHeavyArmorStaminaLossRank03Desc,progression,Perk,stamina cost -19.5%,耐力消耗 -19.5%,
perkHeavyArmorStaminaLossRank04Desc,progression,Perk,stamina cost -26%,耐力消耗 -26%,
perkHeavyArmorStaminaLossRank05Desc,progression,Perk,stamina cost -32.5%,耐力消耗 -32.5%,
perkHeavyArmorStaminaLossRank06Desc,progression,Perk,stamina cost -39%,耐力消耗 -39%,
perkHeavyArmorStaminaLossRank07Desc,progression,Perk,stamina cost -45.5%,耐力消耗 -45.5%,
perkHeavyArmorStaminaLossRank08Desc,progression,Perk,stamina cost -52%,耐力消耗 -52%,
perkHeavyArmorStaminaLossRank09Desc,progression,Perk,stamina cost -58.5%,耐力消耗 -58.5%,
perkHeavyArmorStaminaLossRank10Desc,progression,Perk,stamina cost -65%,耐力消耗 -65%,
perkHeavyArmorArmorDegradationPerUseName,progression,Perk,Beast: Heavy and Light Armor,猛獸: 重甲與輕甲,
perkHeavyArmorArmorDegradationPerUseDesc,progression,Perk,Reduces the cost of armor durability.,降低防具耐久值的消耗,
perkHeavyArmorArmorDegradationPerUseRankLongDesc,progression,Perk,"The ""Heavy Armor"" skill must be upgraded to the highest level.",限定「重甲」技能已經升級至頂狀態。,
perkHeavyArmorArmorDegradationPerUseRank01Desc,progression,Perk,durability cost -3.3%,耐久值消耗 -3.3%,
perkHeavyArmorArmorDegradationPerUseRank02Desc,progression,Perk,durability cost -6.6%,耐久值消耗 -6.6%,
perkHeavyArmorArmorDegradationPerUseRank03Desc,progression,Perk,durability cost -9.9%,耐久值消耗 -9.9%,
perkHeavyArmorArmorDegradationPerUseRank04Desc,progression,Perk,durability cost -13.2%,耐久值消耗 -13.2%,
perkHeavyArmorArmorDegradationPerUseRank05Desc,progression,Perk,durability cost -16.5%,耐久值消耗 -16.5%,
perkHeavyArmorArmorDegradationPerUseRank06Desc,progression,Perk,durability cost -19.8%,耐久值消耗 -19.8%,
perkHeavyArmorArmorDegradationPerUseRank07Desc,progression,Perk,durability cost -23.1%,耐久值消耗 -23.1%,
perkHeavyArmorArmorDegradationPerUseRank08Desc,progression,Perk,durability cost -26.4%,耐久值消耗 -26.4%,
perkHeavyArmorArmorDegradationPerUseRank09Desc,progression,Perk,durability cost -29.7%,耐久值消耗 -29.7%,
perkHeavyArmorArmorDegradationPerUseRank10Desc,progression,Perk,durability cost -33%,耐久值消耗 -33%,
perkHeavyArmorWeaponDegradationPerUseName,progression,Perk,Beast: Weapons and Tools,猛獸: 武器與工具,
perkHeavyArmorWeaponDegradationPerUseDesc,progression,Perk,Reduces the cost of durability of weapons and tools.,降低武器與工具耐久值的消耗,
perkHeavyArmorWeaponDegradationPerUseRankLongDesc,progression,Perk,"The ""Heavy Armor"" skill must be upgraded to the highest level.\nSupports almost all weapons and tools.",限定「重甲」技能已經升級至頂狀態。\n支援幾乎所有的武器與工具。,
perkHeavyArmorWeaponDegradationPerUseRank01Desc,progression,Perk,durability cost -7%,耐久值消耗 -7%,
perkHeavyArmorWeaponDegradationPerUseRank02Desc,progression,Perk,durability cost -14%,耐久值消耗 -14%,
perkHeavyArmorWeaponDegradationPerUseRank03Desc,progression,Perk,durability cost -21%,耐久值消耗 -21%,
perkHeavyArmorWeaponDegradationPerUseRank04Desc,progression,Perk,durability cost -28%,耐久值消耗 -28%,
perkHeavyArmorWeaponDegradationPerUseRank05Desc,progression,Perk,durability cost -35%,耐久值消耗 -35%,
perkHeavyArmorWeaponDegradationPerUseRank06Desc,progression,Perk,durability cost -42%,耐久值消耗 -42%,
perkHeavyArmorWeaponDegradationPerUseRank07Desc,progression,Perk,durability cost -49%,耐久值消耗 -49%,
perkHeavyArmorWeaponDegradationPerUseRank08Desc,progression,Perk,durability cost -56%,耐久值消耗 -56%,
perkHeavyArmorWeaponDegradationPerUseRank09Desc,progression,Perk,durability cost -63%,耐久值消耗 -63%,
perkHeavyArmorWeaponDegradationPerUseRank10Desc,progression,Perk,durability cost -70%,耐久值消耗 -70%,
perkTreasureHunterLootQuantityName,progression,Perk,Treasure Thief: Loot,盜寶者: 戰利品,
perkTreasureHunterLootQuantityDesc,progression,Perk,Increase the amount of loot.,增加戰利品的數量,
perkTreasureHunterLootQuantityRankLongDesc,progression,Perk,"The ""Treasure Hunter"" skill must be upgraded to the highest level.",限定「寶藏獵人」技能已經升級至頂狀態。,
perkTreasureHunterLootQuantityRank01Desc,progression,Perk,quantity +20%,獲得數量 +20%,
perkTreasureHunterLootQuantityRank02Desc,progression,Perk,quantity +40%,獲得數量 +40%,
perkTreasureHunterLootQuantityRank03Desc,progression,Perk,quantity +60%,獲得數量 +60%,
perkTreasureHunterLootQuantityRank04Desc,progression,Perk,quantity +80%,獲得數量 +80%,
perkTreasureHunterLootQuantityRank05Desc,progression,Perk,quantity +100%,獲得數量 +100%,
perkTreasureHunterLootQuantityRank06Desc,progression,Perk,quantity +120%,獲得數量 +120%,
perkTreasureHunterLootQuantityRank07Desc,progression,Perk,quantity +140%,獲得數量 +140%,
perkTreasureHunterLootQuantityRank08Desc,progression,Perk,quantity +160%,獲得數量 +160%,
perkTreasureHunterLootQuantityRank09Desc,progression,Perk,quantity +180%,獲得數量 +180%,
perkTreasureHunterLootQuantityRank10Desc,progression,Perk,quantity +200%,獲得數量 +200%,
perkPainToleranceHealthLossName,progression,Perk,Nerve Transposition: Tolerance,神經移位: 耐受度,
perkPainToleranceHealthLossDesc,progression,Perk,Reduces blood loss when injured.,降低受傷時的損血量,
perkPainToleranceHealthLossRankLongDesc,progression,Perk,"The ""Pain Tolerance"" skill must be upgraded to the highest level.",限定「忍痛度」技能已經升級至頂狀態。,
perkPainToleranceHealthLossRank01Desc,progression,Perk,damage -7%,損血量 -7%,
perkPainToleranceHealthLossRank02Desc,progression,Perk,damage -14%,損血量 -14%,
perkPainToleranceHealthLossRank03Desc,progression,Perk,damage -21%,損血量 -21%,
perkPainToleranceHealthLossRank04Desc,progression,Perk,damage -28%,損血量 -28%,
perkPainToleranceHealthLossRank05Desc,progression,Perk,damage -35%,損血量 -35%,
perkPainToleranceHealthLossRank06Desc,progression,Perk,damage -42%,損血量 -42%,
perkPainToleranceHealthLossRank07Desc,progression,Perk,damage -49%,損血量 -49%,
perkPainToleranceHealthLossRank08Desc,progression,Perk,damage -56%,損血量 -56%,
perkPainToleranceHealthLossRank09Desc,progression,Perk,damage -63%,損血量 -63%,
perkPainToleranceHealthLossRank10Desc,progression,Perk,damage -70%,損血量 -70%,
perkHiddenStrikeEntityDamageName,progression,Perk,Assassination: Physical Damage,暗殺: 實體傷害,
perkHiddenStrikeEntityDamageDesc,progression,Perk,"In stealth state, increases the damage dealt by the attacking target when it is not alerted.",增加潛行狀態下攻擊目標未警覺的傷害量,
perkHiddenStrikeEntityDamageRankLongDesc,progression,Perk,"The ""Hidden Strike"" skill must be upgraded to the highest level.",限定「偷襲」技能已經升級至頂狀態。,
perkHiddenStrikeEntityDamageRank01Desc,progression,Perk,physical damage +20%,實體傷害 +20%,
perkHiddenStrikeEntityDamageRank02Desc,progression,Perk,physical damage +40%,實體傷害 +40%,
perkHiddenStrikeEntityDamageRank03Desc,progression,Perk,physical damage +60%,實體傷害 +60%,
perkHiddenStrikeEntityDamageRank04Desc,progression,Perk,physical damage +80%,實體傷害 +80%,
perkHiddenStrikeEntityDamageRank05Desc,progression,Perk,physical damage +100%,實體傷害 +100%,
perkHiddenStrikeEntityDamageRank06Desc,progression,Perk,physical damage +120%,實體傷害 +120%,
perkHiddenStrikeEntityDamageRank07Desc,progression,Perk,physical damage +140%,實體傷害 +140%,
perkHiddenStrikeEntityDamageRank08Desc,progression,Perk,physical damage +160%,實體傷害 +160%,
perkHiddenStrikeEntityDamageRank09Desc,progression,Perk,physical damage +180%,實體傷害 +180%,
perkHiddenStrikeEntityDamageRank10Desc,progression,Perk,physical damage +200%,實體傷害 +200%,
perkHiddenStrikeCrouchSpeedName,progression,Perk,Assassination: Sneak Movement Speed,暗殺: 潛行移動速度,
perkHiddenStrikeCrouchSpeedDesc,progression,Perk,Increases movement speed in stealth state.,增加潛行狀態下的移動速度,
perkHiddenStrikeCrouchSpeedRankLongDesc,progression,Perk,"The ""Hidden Strike"" skill must be upgraded to the highest level.",限定「偷襲」技能已經升級至頂狀態。,
perkHiddenStrikeCrouchSpeedRank01Desc,progression,Perk,movement speed +20%,移動速度 +20%,
perkHiddenStrikeCrouchSpeedRank02Desc,progression,Perk,movement speed +40%,移動速度 +40%,
perkHiddenStrikeCrouchSpeedRank03Desc,progression,Perk,movement speed +60%,移動速度 +60%,
perkHiddenStrikeCrouchSpeedRank04Desc,progression,Perk,movement speed +80%,移動速度 +80%,
perkHiddenStrikeCrouchSpeedRank05Desc,progression,Perk,movement speed +100%,移動速度 +100%,
perkHiddenStrikeCrouchSpeedRank06Desc,progression,Perk,movement speed +120%,移動速度 +120%,
perkHiddenStrikeCrouchSpeedRank07Desc,progression,Perk,movement speed +140%,移動速度 +140%,
perkHiddenStrikeCrouchSpeedRank08Desc,progression,Perk,movement speed +160%,移動速度 +160%,
perkHiddenStrikeCrouchSpeedRank09Desc,progression,Perk,movement speed +180%,移動速度 +180%,
perkHiddenStrikeCrouchSpeedRank10Desc,progression,Perk,movement speed +200%,移動速度 +200%,
perkHiddenStrikeNoiseMultiplierName,progression,Perk,Assassination: Noise Reduction,暗殺: 降低噪音,
perkHiddenStrikeNoiseMultiplierDesc,progression,Perk,Reduce the amount of noise.,降低噪音量,
perkHiddenStrikeNoiseMultiplierRankLongDesc,progression,Perk,"The ""Hidden Strike"" skill must be upgraded to the highest level.",限定「偷襲」技能已經升級至頂狀態。,
perkHiddenStrikeNoiseMultiplierRank01Desc,progression,Perk,noise -10%,噪音 -10%,
perkHiddenStrikeNoiseMultiplierRank02Desc,progression,Perk,noise -20%,噪音 -20%,
perkHiddenStrikeNoiseMultiplierRank03Desc,progression,Perk,noise -30%,噪音 -30%,
perkHiddenStrikeNoiseMultiplierRank04Desc,progression,Perk,noise -40%,噪音 -40%,
perkHiddenStrikeNoiseMultiplierRank05Desc,progression,Perk,noise -50%,噪音 -50%,
perkDaringAdventurerQuestRewardChoiceCountName,progression,Perk,Slicker: Quest Rewards,油嘴滑舌: 任務獎勵,
perkDaringAdventurerQuestRewardChoiceCountDesc,progression,Perk,Increases the number of optional rewards for completing quests.,增加完成任務可選擇的獎勵次數,
perkDaringAdventurerQuestRewardChoiceCountRankLongDesc,progression,Perk,"The ""The Daring Adventurer"" skill must be upgraded to the highest level.",限定「勇敢的冒險家」技能已經升級至頂狀態。,
perkDaringAdventurerQuestRewardChoiceCountRank01Desc,progression,Perk,rewards +1,獎勵次數 +1,
perkDaringAdventurerQuestRewardChoiceCountRank02Desc,progression,Perk,rewards +2,獎勵次數 +2,
perkDaringAdventurerQuestRewardChoiceCountRank03Desc,progression,Perk,rewards +3,獎勵次數 +3,
perkAdvancedEngineeringChemistryStationCraftingTimeName,progression,Perk,Refiner: Chemistry Experiment,精煉師: 化學實驗,
perkAdvancedEngineeringChemistryStationCraftingTimeDesc,progression,Perk,Reduced item crafting time at chemical stations.,降低化學站的物品製作時間,
perkAdvancedEngineeringChemistryStationCraftingTimeRankLongDesc,progression,Perk,"The ""Advanced Engineering"" skill must be upgraded to the highest level.",限定「高級工程」技能已經升級至頂狀態。,
perkAdvancedEngineeringChemistryStationCraftingTimeRank01Desc,progression,Perk,crafting time -10%,製作時間 -10%,
perkAdvancedEngineeringChemistryStationCraftingTimeRank02Desc,progression,Perk,crafting time -20%,製作時間 -20%,
perkAdvancedEngineeringChemistryStationCraftingTimeRank03Desc,progression,Perk,crafting time -30%,製作時間 -30%,
perkAdvancedEngineeringChemistryStationCraftingTimeRank04Desc,progression,Perk,crafting time -40%,製作時間 -40%,
perkAdvancedEngineeringChemistryStationCraftingTimeRank05Desc,progression,Perk,crafting time -50%,製作時間 -50%,
perkAdvancedEngineeringWorkbenchCementMixerCraftingTimeName,progression,Perk,Refiner: Quick Combination,精煉師: 快速組合,
perkAdvancedEngineeringWorkbenchCementMixerCraftingTimeDesc,progression,Perk,Reduced item crafting time for workbenches and cement mixers.,降低工作台和水泥攪拌機的物品製作時間,
perkAdvancedEngineeringWorkbenchCementMixerCraftingTimeRankLongDesc,progression,Perk,"The ""Advanced Engineering"" skill must be upgraded to the highest level.",限定「高級工程」技能已經升級至頂狀態。,
perkAdvancedEngineeringWorkbenchCementMixerCraftingTimeRank01Desc,progression,Perk,crafting time -14%,製作時間 -14%,
perkAdvancedEngineeringWorkbenchCementMixerCraftingTimeRank02Desc,progression,Perk,crafting time -28%,製作時間 -28%,
perkAdvancedEngineeringWorkbenchCementMixerCraftingTimeRank03Desc,progression,Perk,crafting time -42%,製作時間 -42%,
perkAdvancedEngineeringWorkbenchCementMixerCraftingTimeRank04Desc,progression,Perk,crafting time -56%,製作時間 -56%,
perkAdvancedEngineeringWorkbenchCementMixerCraftingTimeRank05Desc,progression,Perk,crafting time -70%,製作時間 -70%,
